;Unnamed: 0;Value;tweet;cleaning;tweet_tokens;tweet_stopwords;normalization;text_stemming;category
499;499;Negatif;@PLindungi Selamat pagi kak Mohon petunjuk mengenai sertifikat vaksin dosis dua Saya sejak tanggal pemberian vaksin dosis dua pada tanggal 7 agustus 2021 hingga saat ini kok belum terbit ya? Terimakasih ð;selamat pagi kak mohon petunjuk mengenai sertifikat vaksin dosis dua saya sejak tanggal pemberian vaksin dosis dua pada tanggal agustus hingga saat ini kok belum terbit ya terimakasih;['selamat', 'pagi', 'kak', 'mohon', 'petunjuk', 'mengenai', 'sertifikat', 'vaksin', 'dosis', 'dua', 'saya', 'sejak', 'tanggal', 'pemberian', 'vaksin', 'dosis', 'dua', 'pada', 'tanggal', 'agustus', 'hingga', 'saat', 'ini', 'kok', 'belum', 'terbit', 'ya', 'terimakasih'];['selamat', 'pagi', 'petunjuk', 'sertifikat', 'vaksin', 'dosis', 'tanggal', 'pemberian', 'vaksin', 'dosis', 'tanggal', 'agustus', 'terbit', 'terimakasih'];selamat pagi petunjuk sertifikat vaksin dosis tanggal pemberian vaksin dosis tanggal agustus terbit terimakasih;selamat pagi tunjuk sertifikat vaksin dosis tanggal beri vaksin dosis tanggal agustus terbit terimakasih;0
500;500;negatif;@PLindungi selamat malam min, mau tanya kalau waktu vaksin tidak memberikan nomor telpon dan email. Cara mendapat sertifikat vaksinnya bagaimana ya? Karena di app peduli lindungi nya tidak muncul sertifikat nya. Terima kasih;selamat malam min mau tanya kalau waktu vaksin tidak memberikan nomor telpon dan email cara mendapat sertifikat vaksinnya bagaimana ya karena di app peduli lindungi nya tidak muncul sertifikat nya terima kasih;['selamat', 'malam', 'min', 'mau', 'tanya', 'kalau', 'waktu', 'vaksin', 'tidak', 'memberikan', 'nomor', 'telpon', 'dan', 'email', 'cara', 'mendapat', 'sertifikat', 'vaksinnya', 'bagaimana', 'ya', 'karena', 'di', 'app', 'peduli', 'lindungi', 'nya', 'tidak', 'muncul', 'sertifikat', 'nya', 'terima', 'kasih'];['selamat', 'malam', 'vaksin', 'nomor', 'telpon', 'email', 'sertifikat', 'vaksinnya', 'app', 'peduli', 'lindungi', 'muncul', 'sertifikat', 'terima', 'kasih'];selamat malam vaksin nomor telpon email sertifikat vaksinnya app peduli lindungi muncul sertifikat terima kasih;selamat malam vaksin nomor telpon email sertifikat vaksin app peduli lindung muncul sertifikat terima kasih;0
501;501;Negatif;@PLindungi sekitar jam 8 ada notif apk peduli lindungi check in di mal sumarecon, pdhl saya tidak pergi ke mall dan ga sempat ss. Ini siapa yg pake akunnya ?;sekitar jam ada notif apk peduli lindungi check in di mal sumarecon pdhl saya tidak pergi ke mall dan ga sempat ss ini siapa yg pake akunnya;['sekitar', 'jam', 'ada', 'notif', 'apk', 'peduli', 'lindungi', 'check', 'in', 'di', 'mal', 'sumarecon', 'pdhl', 'saya', 'tidak', 'pergi', 'ke', 'mall', 'dan', 'ga', 'sempat', 'ss', 'ini', 'siapa', 'yg', 'pake', 'akunnya'];['jam', 'notif', 'apk', 'peduli', 'lindungi', 'check', 'mal', 'sumarecon', 'pdhl', 'pergi', 'mall', 'pake', 'akunnya'];jam notif apk peduli lindungi check mal sumarecon padahal pergi mall pakai akunnya;jam notif apk peduli lindung check mal sumarecon padahal pergi mall pakai akun;0
502;502;Negatif;@PLindungi Sayang peduli lindungi hari ini tidak bisa cek sertifikat vaksin lebih dari 5ð¤¦ââï¸;sayang peduli lindungi hari ini tidak bisa cek sertifikat vaksin lebih dari;['sayang', 'peduli', 'lindungi', 'hari', 'ini', 'tidak', 'bisa', 'cek', 'sertifikat', 'vaksin', 'lebih', 'dari'];['sayang', 'peduli', 'lindungi', 'cek', 'sertifikat', 'vaksin'];sayang peduli lindungi cek sertifikat vaksin;sayang peduli lindung cek sertifikat vaksin;0
503;503;Negatif;@PLindungi saya udah vaksin kedua, kok malah terdtaa belum vaksin sihð­ cara biar terdata gimana yaaa min?;saya udah vaksin kedua kok malah terdtaa belum vaksin sih cara biar terdata gimana yaaa min;['saya', 'udah', 'vaksin', 'kedua', 'kok', 'malah', 'terdtaa', 'belum', 'vaksin', 'sih', 'cara', 'biar', 'terdata', 'gimana', 'yaaa', 'min'];['vaksin', 'terdtaa', 'vaksin', 'terdata'];vaksin terdtaa vaksin terdata;vaksin terdtaa vaksin data;0
504;504;Negatif;@PLindungi Saya udah vaksin ke-2 tanggal 6 Oktober tapi udah seminggu lebih sertifikatnya belum tercetak. Gimana ya?;saya udah vaksin ke tanggal oktober tapi udah seminggu lebih sertifikatnya belum tercetak gimana ya;['saya', 'udah', 'vaksin', 'ke', 'tanggal', 'oktober', 'tapi', 'udah', 'seminggu', 'lebih', 'sertifikatnya', 'belum', 'tercetak', 'gimana', 'ya'];['vaksin', 'tanggal', 'oktober', 'seminggu', 'sertifikatnya', 'tercetak'];vaksin tanggal oktober seminggu sertifikatnya tercetak;vaksin tanggal oktober minggu sertifikat cetak;0
505;505;Negatif;@PLindungi Saya udah vaksin 2x tapi sertifikat gk keluar2 itu gimna ya;saya udah vaksin  tapi sertifikat gk keluar itu gimna ya;['saya', 'udah', 'vaksin', 'tapi', 'sertifikat', 'gk', 'keluar', 'itu', 'gimna', 'ya'];['vaksin', 'sertifikat', 'gimna'];vaksin sertifikat bagaimana;vaksin sertifikat bagaimana;0
506;506;Negatif;@PLindungi Saya udah dm tapi ga bales udah email tapi di suruh nunggu etah sampai kapan, sedangkan data diri masih belum vaksin padahal udah, ini gimana saya mau kemana-kemana sedangkan harus pake pedulilindungi ð¤¦ð¤¦ð¤¦;saya udah dm tapi ga bales udah email tapi di suruh nunggu etah sampai kapan sedangkan data diri masih belum vaksin padahal udah ini gimana saya mau kemanakemana sedangkan harus pake pedulilindungi;['saya', 'udah', 'dm', 'tapi', 'ga', 'bales', 'udah', 'email', 'tapi', 'di', 'suruh', 'nunggu', 'etah', 'sampai', 'kapan', 'sedangkan', 'data', 'diri', 'masih', 'belum', 'vaksin', 'padahal', 'udah', 'ini', 'gimana', 'saya', 'mau', 'kemanakemana', 'sedangkan', 'harus', 'pake', 'pedulilindungi'];['dm', 'bales', 'email', 'suruh', 'nunggu', 'etah', 'data', 'vaksin', 'kemanakemana', 'pake', 'pedulilindungi'];dm balas email suruh menunggu etah data vaksin kemanakemana pakai pedulilindungi;dm balas email suruh tunggu etah data vaksin kemanakemana pakai pedulilindungi;0
507;507;Negatif;@PLindungi Saya Uda di vaksin 2 kali tapi sertifikat nya tidak ada dan muncul nama orang lain. Ada kemungkinan pihak medis salah masukin input no nik saya,kayak mana solusinya???  https://t.co/92TQym1moj;saya uda di vaksin kali tapi sertifikat nya tidak ada dan muncul nama orang lain ada kemungkinan pihak medis salah masukin input no nik sayakayak mana solusinya;['saya', 'uda', 'di', 'vaksin', 'kali', 'tapi', 'sertifikat', 'nya', 'tidak', 'ada', 'dan', 'muncul', 'nama', 'orang', 'lain', 'ada', 'kemungkinan', 'pihak', 'medis', 'salah', 'masukin', 'input', 'no', 'nik', 'sayakayak', 'mana', 'solusinya'];['uda', 'vaksin', 'sertifikat', 'muncul', 'nama', 'medis', 'salah', 'masukin', 'input', 'nik', 'sayakayak', 'solusinya'];sudah vaksin sertifikat muncul nama medis salah memasukkan input nik sayakayak solusinya;sudah vaksin sertifikat muncul nama medis salah masuk input nik sayakayak solusi;0
508;508;Negatif;@PLindungi saya uda d vaksin ke dua bulam 6 juni 2021. bukti nya ada (sudah saya email smua),.trus knpa.smape skarang 17 oktober 2021d status saya belum vaksin ke dua ? sudah kirim email, telfon, inbox sosmed (termasuk ini). tolonglah kasi pencerahan, jgn;saya uda  vaksin ke dua bulam juni bukti nya ada sudah saya email smuatrus knpasmape skarang oktober  status saya belum vaksin ke dua sudah kirim email telfon inbox sosmed termasuk ini tolonglah kasi pencerahan jgn;['saya', 'uda', 'vaksin', 'ke', 'dua', 'bulam', 'juni', 'bukti', 'nya', 'ada', 'sudah', 'saya', 'email', 'smuatrus', 'knpasmape', 'skarang', 'oktober', 'status', 'saya', 'belum', 'vaksin', 'ke', 'dua', 'sudah', 'kirim', 'email', 'telfon', 'inbox', 'sosmed', 'termasuk', 'ini', 'tolonglah', 'kasi', 'pencerahan', 'jgn'];['uda', 'vaksin', 'bulam', 'juni', 'bukti', 'email', 'smuatrus', 'knpasmape', 'skarang', 'oktober', 'status', 'vaksin', 'kirim', 'email', 'telfon', 'inbox', 'sosmed', 'tolonglah', 'kasi', 'pencerahan'];sudah vaksin bulam juni bukti email smuatrus knpasmape sekarang oktober status vaksin kirim email telfon inbox sosmed tolonglah kasih pencerahan;sudah vaksin bulam juni bukti email smuatrus knpasmape sekarang oktober status vaksin kirim email telfon inbox sosmed tolong kasih cerah;0
509;509;Negatif;@PLindungi saya tidak bisa cek sertifikat vaksin warga saya, apakah ada batasannya?;saya tidak bisa cek sertifikat vaksin warga saya apakah ada batasannya;['saya', 'tidak', 'bisa', 'cek', 'sertifikat', 'vaksin', 'warga', 'saya', 'apakah', 'ada', 'batasannya'];['cek', 'sertifikat', 'vaksin', 'warga', 'batasannya'];cek sertifikat vaksin warga batasannya;cek sertifikat vaksin warga batas;0
510;510;Negatif;@PLindungi saya td install ulang PL kemudian tidak dapat2 kode aoTP walau sudah minta kirim berkali-kali. Setelah dapat kode OTP sekarang vwrifikasi sellaungagal. Mohon bantuan ya. Terima kasih.;saya td install ulang pl kemudian tidak dapat kode aotp walau sudah minta kirim berkalikali setelah dapat kode otp sekarang vwrifikasi sellaungagal mohon bantuan ya terima kasih;['saya', 'td', 'install', 'ulang', 'pl', 'kemudian', 'tidak', 'dapat', 'kode', 'aotp', 'walau', 'sudah', 'minta', 'kirim', 'berkalikali', 'setelah', 'dapat', 'kode', 'otp', 'sekarang', 'vwrifikasi', 'sellaungagal', 'mohon', 'bantuan', 'ya', 'terima', 'kasih'];['td', 'install', 'ulang', 'kode', 'aotp', 'kirim', 'berkalikali', 'kode', 'otp', 'vwrifikasi', 'sellaungagal', 'bantuan', 'terima', 'kasih'];tadi install ulang kode aotp kirim berkalikali kode otp vwrifikasi sellaungagal bantuan terima kasih;tadi install ulang kode aotp kirim berkalikali kode otp vwrifikasi sellaungagal bantu terima kasih;0
511;511;Negatif;@PLindungi saya sudah vaksin, tapi status aplikasi peduli lindungi saya masih merah. Gmana tuh min?;saya sudah vaksin tapi status aplikasi peduli lindungi saya masih merah gmana tuh min;['saya', 'sudah', 'vaksin', 'tapi', 'status', 'aplikasi', 'peduli', 'lindungi', 'saya', 'masih', 'merah', 'gmana', 'tuh', 'min'];['vaksin', 'status', 'aplikasi', 'peduli', 'lindungi', 'merah', 'gmana'];vaksin status aplikasi peduli lindungi merah bagaimana;vaksin status aplikasi peduli lindung merah bagaimana;0
512;512;Negatif;@PLindungi saya sudah vaksin tapi kok sertivikat vaksinnya gk bisa di buka ya ?  https://t.co/FqbeO2tFk4;saya sudah vaksin tapi kok sertivikat vaksinnya gk bisa di buka ya;['saya', 'sudah', 'vaksin', 'tapi', 'kok', 'sertivikat', 'vaksinnya', 'gk', 'bisa', 'di', 'buka', 'ya'];['vaksin', 'sertivikat', 'vaksinnya', 'buka'];vaksin sertivikat vaksinnya buka;vaksin sertivikat vaksin buka;0
513;513;Negatif;@PLindungi saya sudah vaksin kedua. Tetapi, sertifikat vaksin saya belum terbit  https://t.co/aJQYkljC9z;saya sudah vaksin kedua tetapi sertifikat vaksin saya belum terbit;['saya', 'sudah', 'vaksin', 'kedua', 'tetapi', 'sertifikat', 'vaksin', 'saya', 'belum', 'terbit'];['vaksin', 'sertifikat', 'vaksin', 'terbit'];vaksin sertifikat vaksin terbit;vaksin sertifikat vaksin terbit;0
514;514;Negatif;@PLindungi saya sudah vaksin ke 2... Bbrp bulan lalu... Sampek detik ini tetep gk ada sertifikat vaksin ke 2 . Udah komplen bolak balik .. urus yg bener lah klo sudah di komplen itu;saya sudah vaksin ke bbrp bulan lalu sampek detik ini tetep gk ada sertifikat vaksin ke udah komplen bolak balik urus yg bener lah klo sudah di komplen itu;['saya', 'sudah', 'vaksin', 'ke', 'bbrp', 'bulan', 'lalu', 'sampek', 'detik', 'ini', 'tetep', 'gk', 'ada', 'sertifikat', 'vaksin', 'ke', 'udah', 'komplen', 'bolak', 'balik', 'urus', 'yg', 'bener', 'lah', 'klo', 'sudah', 'di', 'komplen', 'itu'];['vaksin', 'bbrp', 'sampek', 'detik', 'tetep', 'sertifikat', 'vaksin', 'komplen', 'bolak', 'urus', 'bener', 'komplen'];vaksin beberapa sampai detik tetap sertifikat vaksin komplen bolak urus benar komplen;vaksin beberapa sampai detik tetap sertifikat vaksin komplen bolak urus benar komplen;0
515;515;Negatif;@PLindungi saya sudah vaksin ke 2 , tapi status warna vaksin saya di aplikasi dan web pedulilindungi masih berwarna kuning. Sudah 3 hari masih tetap berwarna kuning. Ini gimana ?;saya sudah vaksin ke tapi status warna vaksin saya di aplikasi dan web pedulilindungi masih berwarna kuning sudah hari masih tetap berwarna kuning ini gimana;['saya', 'sudah', 'vaksin', 'ke', 'tapi', 'status', 'warna', 'vaksin', 'saya', 'di', 'aplikasi', 'dan', 'web', 'pedulilindungi', 'masih', 'berwarna', 'kuning', 'sudah', 'hari', 'masih', 'tetap', 'berwarna', 'kuning', 'ini', 'gimana'];['vaksin', 'status', 'warna', 'vaksin', 'aplikasi', 'web', 'pedulilindungi', 'berwarna', 'kuning', 'berwarna', 'kuning'];vaksin status warna vaksin aplikasi web pedulilindungi berwarna kuning berwarna kuning;vaksin status warna vaksin aplikasi web pedulilindungi warna kuning warna kuning;0
516;516;Negatif;@PLindungi Saya sudah vaksin dosis kedua,tetapi di aplikasi peduli lindungi tidak muncul sertifikat vaksin dosis keduanya . Bagaimana cara mengatasinya pak/bu ?;saya sudah vaksin dosis keduatetapi di aplikasi peduli lindungi tidak muncul sertifikat vaksin dosis keduanya bagaimana cara mengatasinya pakbu;['saya', 'sudah', 'vaksin', 'dosis', 'keduatetapi', 'di', 'aplikasi', 'peduli', 'lindungi', 'tidak', 'muncul', 'sertifikat', 'vaksin', 'dosis', 'keduanya', 'bagaimana', 'cara', 'mengatasinya', 'pakbu'];['vaksin', 'dosis', 'keduatetapi', 'aplikasi', 'peduli', 'lindungi', 'muncul', 'sertifikat', 'vaksin', 'dosis', 'mengatasinya', 'pakbu'];vaksin dosis keduatetapi aplikasi peduli lindungi muncul sertifikat vaksin dosis mengatasinya pakbu;vaksin dosis keduatetapi aplikasi peduli lindung muncul sertifikat vaksin dosis atas pakbu;0
517;517;Negatif;@PLindungi saya sudah vaksin dosis 2 tapi sertifikatnya sudah 1 minggu masih belum keluar. Saya harus bagaimana ya?;saya sudah vaksin dosis tapi sertifikatnya sudah minggu masih belum keluar saya harus bagaimana ya;['saya', 'sudah', 'vaksin', 'dosis', 'tapi', 'sertifikatnya', 'sudah', 'minggu', 'masih', 'belum', 'keluar', 'saya', 'harus', 'bagaimana', 'ya'];['vaksin', 'dosis', 'sertifikatnya', 'minggu'];vaksin dosis sertifikatnya minggu;vaksin dosis sertifikat minggu;0
518;518;Negatif;@PLindungi saya sudah vaksin 2x,ada kartu vaksin sari puskesmas setempat,tetapi saat mau unduh sertipikat vaksin,ada keterangan jenis vaksin tidak di temukan ? Solusinya bagaimana?;saya sudah vaksin xada kartu vaksin sari puskesmas setempattetapi saat mau unduh sertipikat vaksinada keterangan jenis vaksin tidak di temukan solusinya bagaimana;['saya', 'sudah', 'vaksin', 'xada', 'kartu', 'vaksin', 'sari', 'puskesmas', 'setempattetapi', 'saat', 'mau', 'unduh', 'sertipikat', 'vaksinada', 'keterangan', 'jenis', 'vaksin', 'tidak', 'di', 'temukan', 'solusinya', 'bagaimana'];['vaksin', 'xada', 'kartu', 'vaksin', 'sari', 'puskesmas', 'setempattetapi', 'unduh', 'sertipikat', 'vaksinada', 'keterangan', 'jenis', 'vaksin', 'temukan', 'solusinya'];vaksin xada kartu vaksin sari puskesmas setempattetapi unduh sertipikat vaksinada keterangan jenis vaksin temukan solusinya;vaksin xada kartu vaksin sari puskesmas setempattetapi unduh sertipikat vaksinada terang jenis vaksin temu solusi;0
519;519;Negatif;@PLindungi Saya sudah vaksin 2X, tapi mengapa sampai sekarang saya belum dapat kode sertifikatnya belum keluar;saya sudah vaksin  tapi mengapa sampai sekarang saya belum dapat kode sertifikatnya belum keluar;['saya', 'sudah', 'vaksin', 'tapi', 'mengapa', 'sampai', 'sekarang', 'saya', 'belum', 'dapat', 'kode', 'sertifikatnya', 'belum', 'keluar'];['vaksin', 'kode', 'sertifikatnya'];vaksin kode sertifikatnya;vaksin kode sertifikat;0
520;520;Negatif;@PLindungi saya sudah melakukan vaksinasi, tapi sepertinya NIK saya ada kesalahan cara memperbaiki nya gimana yah?;saya sudah melakukan vaksinasi tapi sepertinya nik saya ada kesalahan cara memperbaiki nya gimana yah;['saya', 'sudah', 'melakukan', 'vaksinasi', 'tapi', 'sepertinya', 'nik', 'saya', 'ada', 'kesalahan', 'cara', 'memperbaiki', 'nya', 'gimana', 'yah'];['vaksinasi', 'nik', 'kesalahan', 'memperbaiki'];vaksinasi nik kesalahan memperbaiki;vaksinasi nik salah baik;0
521;521;Negatif;@PLindungi saya sudah melakukan vaksin ke dua tanggal 20 September kemarin tapi sertifikat nya ga keluar, kemaren juga kertasnya tulisan tangan gimana yah solusinya. Masa saya harus vaksin lagi sakit ga mau;saya sudah melakukan vaksin ke dua tanggal september kemarin tapi sertifikat nya ga keluar kemaren juga kertasnya tulisan tangan gimana yah solusinya masa saya harus vaksin lagi sakit ga mau;['saya', 'sudah', 'melakukan', 'vaksin', 'ke', 'dua', 'tanggal', 'september', 'kemarin', 'tapi', 'sertifikat', 'nya', 'ga', 'keluar', 'kemaren', 'juga', 'kertasnya', 'tulisan', 'tangan', 'gimana', 'yah', 'solusinya', 'masa', 'saya', 'harus', 'vaksin', 'lagi', 'sakit', 'ga', 'mau'];['vaksin', 'tanggal', 'september', 'kemarin', 'sertifikat', 'kemaren', 'kertasnya', 'tulisan', 'tangan', 'solusinya', 'vaksin', 'sakit'];vaksin tanggal september kemarin sertifikat kemarin kertasnya tulisan tangan solusinya vaksin sakit;vaksin tanggal september kemarin sertifikat kemarin kertas tulis tangan solusi vaksin sakit;0
522;522;Negatif;@PLindungi saya sudah melakukan vaksin ke dua tanggal 20 kemarin tapi sertifikat nya ga keluar, kemaren juga kertasnya tulisan tangan gimana yah solusinya. Masa saya harus vaksin lagi sakit ga mau;saya sudah melakukan vaksin ke dua tanggal kemarin tapi sertifikat nya ga keluar kemaren juga kertasnya tulisan tangan gimana yah solusinya masa saya harus vaksin lagi sakit ga mau;['saya', 'sudah', 'melakukan', 'vaksin', 'ke', 'dua', 'tanggal', 'kemarin', 'tapi', 'sertifikat', 'nya', 'ga', 'keluar', 'kemaren', 'juga', 'kertasnya', 'tulisan', 'tangan', 'gimana', 'yah', 'solusinya', 'masa', 'saya', 'harus', 'vaksin', 'lagi', 'sakit', 'ga', 'mau'];['vaksin', 'tanggal', 'kemarin', 'sertifikat', 'kemaren', 'kertasnya', 'tulisan', 'tangan', 'solusinya', 'vaksin', 'sakit'];vaksin tanggal kemarin sertifikat kemarin kertasnya tulisan tangan solusinya vaksin sakit;vaksin tanggal kemarin sertifikat kemarin kertas tulis tangan solusi vaksin sakit;0
523;523;Negatif;@PLindungi saya sudah lengkap dua dose vaksin di malaysia, saya sudah mengajukan untuk mendapatkan sertifikat di peduli lindungi, tapi hingga saat ini saya belum mendapatkan verifikasi apapun, bagaimana solusinya?;saya sudah lengkap dua dose vaksin di malaysia saya sudah mengajukan untuk mendapatkan sertifikat di peduli lindungi tapi hingga saat ini saya belum mendapatkan verifikasi apapun bagaimana solusinya;['saya', 'sudah', 'lengkap', 'dua', 'dose', 'vaksin', 'di', 'malaysia', 'saya', 'sudah', 'mengajukan', 'untuk', 'mendapatkan', 'sertifikat', 'di', 'peduli', 'lindungi', 'tapi', 'hingga', 'saat', 'ini', 'saya', 'belum', 'mendapatkan', 'verifikasi', 'apapun', 'bagaimana', 'solusinya'];['lengkap', 'dose', 'vaksin', 'malaysia', 'mengajukan', 'sertifikat', 'peduli', 'lindungi', 'verifikasi', 'apapun', 'solusinya'];lengkap dose vaksin malaysia mengajukan sertifikat peduli lindungi verifikasi apapun solusinya;lengkap dose vaksin malaysia aju sertifikat peduli lindung verifikasi apa solusi;0
524;524;Negatif;@PLindungi Saya sudah coba tapi tidak bisa ketemu datanya dan saya sudah kirim email juga mohon di proses;saya sudah coba tapi tidak bisa ketemu datanya dan saya sudah kirim email juga mohon di proses;['saya', 'sudah', 'coba', 'tapi', 'tidak', 'bisa', 'ketemu', 'datanya', 'dan', 'saya', 'sudah', 'kirim', 'email', 'juga', 'mohon', 'di', 'proses'];['coba', 'ketemu', 'datanya', 'kirim', 'email', 'proses'];coba ketemu datanya kirim email proses;coba ketemu data kirim email proses;0
525;525;Negatif;@PLindungi saya mau tanya. Tadi mertua saya antigen di Bumame Bandung kenapa hasilnya belum masuk aplikasi ya? Dari pihak @bumame_farmasi sudah konfirmasi kalau sudah input data soalnya;saya mau tanya tadi mertua saya antigen di bumame bandung kenapa hasilnya belum masuk aplikasi ya dari pihak farmasi sudah konfirmasi kalau sudah input data soalnya;['saya', 'mau', 'tanya', 'tadi', 'mertua', 'saya', 'antigen', 'di', 'bumame', 'bandung', 'kenapa', 'hasilnya', 'belum', 'masuk', 'aplikasi', 'ya', 'dari', 'pihak', 'farmasi', 'sudah', 'konfirmasi', 'kalau', 'sudah', 'input', 'data', 'soalnya'];['mertua', 'antigen', 'bumame', 'bandung', 'hasilnya', 'aplikasi', 'farmasi', 'konfirmasi', 'input', 'data'];mertua antigen bumame bandung hasilnya aplikasi farmasi konfirmasi input data;mertua antigen bumame bandung hasil aplikasi farmasi konfirmasi input data;0
