;Value;tweet;cleaning;tweet_tokens;tweet_stopwords;normalization
802;Negatif;@plindungi aplikasi buuuuuurrrrriiiikkk, bikin jengkel saja.;aplikasi buuuuuurrrrriiiikkk bikin jengkel saja;['aplikasi', 'buuuuuurrrrriiiikkk', 'bikin', 'jengkel', 'saja'];['aplikasi', 'buuuuuurrrrriiiikkk', 'jengkel'];aplikasi buuuuuurrrrriiiikkk jengkel
803;Negatif;@plindungi apakah saya boleh second vaccine astra dimana saja atau harus tetap di kokas? thanks;apakah saya boleh second vaccine astra dimana saja atau harus tetap di kokas thanks;['apakah', 'saya', 'boleh', 'second', 'vaccine', 'astra', 'dimana', 'saja', 'atau', 'harus', 'tetap', 'di', 'kokas', 'thanks'];['second', 'vaccine', 'astra', 'dimana', 'kokas', 'thanks'];second vaccine astra dimana kokas thanks
804;Negatif;@plindungi apakah itu tidak masalah min ? saya kemarin bantu orang untuk mencetak karna hp orang itu tidak bisa input tanggal lahir di app nya, tapi pas saya coba di hp saya malah menyangkut gimana tuh min tolong arahannha;apakah itu tidak masalah min saya kemarin bantu orang untuk mencetak karna hp orang itu tidak bisa input tanggal lahir di app nya tapi pas saya coba di hp saya malah menyangkut gimana tuh min tolong arahannha;['apakah', 'itu', 'tidak', 'masalah', 'min', 'saya', 'kemarin', 'bantu', 'orang', 'untuk', 'mencetak', 'karna', 'hp', 'orang', 'itu', 'tidak', 'bisa', 'input', 'tanggal', 'lahir', 'di', 'app', 'nya', 'tapi', 'pas', 'saya', 'coba', 'di', 'hp', 'saya', 'malah', 'menyangkut', 'gimana', 'tuh', 'min', 'tolong', 'arahannha'];['kemarin', 'bantu', 'mencetak', 'karna', 'hp', 'input', 'tanggal', 'lahir', 'app', 'pas', 'coba', 'hp', 'tolong', 'arahannha'];kemarin bantu mencetak karena hp input tanggal lahir app pas coba hp tolong arahannha
805;Negatif;@plindungi apakah email ini valid?  https://t.co/6juhh6rkj1;apakah email ini valid;['apakah', 'email', 'ini', 'valid'];['email', 'valid'];email valid
806;Negatif;@plindungi apa harus hp yg bagus ya? ini biar bisa login gmn?  https://t.co/8bdb1l3a2s;apa harus hp yg bagus ya ini biar bisa login gmn;['apa', 'harus', 'hp', 'yg', 'bagus', 'ya', 'ini', 'biar', 'bisa', 'login', 'gmn'];['hp', 'bagus', 'login'];hp bagus login
807;Negatif;@plindungi apa cuman di hp ku yang loadingnya lama?;apa cuman di hp ku yang loadingnya lama;['apa', 'cuman', 'di', 'hp', 'ku', 'yang', 'loadingnya', 'lama'];['cuman', 'hp', 'ku', 'loadingnya'];cuman hp ku loadingnya
808;Negatif;@plindungi apa bisa 1 email untuk lebih dari 1 orang vaksin??;apa bisa email untuk lebih dari orang vaksin;['apa', 'bisa', 'email', 'untuk', 'lebih', 'dari', 'orang', 'vaksin'];['email', 'vaksin'];email vaksin
809;Negatif;@plindungi apa akan jadi bermasalah kalau data vaksinnya bergabung karena menggunakan 1 nomor hp? thanks;apa akan jadi bermasalah kalau data vaksinnya bergabung karena menggunakan nomor hp thanks;['apa', 'akan', 'jadi', 'bermasalah', 'kalau', 'data', 'vaksinnya', 'bergabung', 'karena', 'menggunakan', 'nomor', 'hp', 'thanks'];['bermasalah', 'data', 'vaksinnya', 'bergabung', 'nomor', 'hp', 'thanks'];bermasalah data vaksinnya bergabung nomor hp thanks
810;Negatif;@plindungi anu mau nanya dong ini aku hrs gmn.  waktu bulan 9 kemarin kan aku vaksin sinovac ya trs bulan 11 tgl 2 kemarin aku vaksin ke 2. tp pas ku periksa di pedulilindungi dataku waktu vaksin ke 1 itu astra dan karna itu sertifikat vaksin ke 2 ku jd g;anu mau nanya dong ini aku hrs gmn waktu bulan kemarin kan aku vaksin sinovac ya trs bulan tgl kemarin aku vaksin ke tp pas ku periksa di pedulilindungi dataku waktu vaksin ke itu astra dan karna itu sertifikat vaksin ke ku jd ;['anu', 'mau', 'nanya', 'dong', 'ini', 'aku', 'hrs', 'gmn', 'waktu', 'bulan', 'kemarin', 'kan', 'aku', 'vaksin', 'sinovac', 'ya', 'trs', 'bulan', 'tgl', 'kemarin', 'aku', 'vaksin', 'ke', 'tp', 'pas', 'ku', 'periksa', 'di', 'pedulilindungi', 'dataku', 'waktu', 'vaksin', 'ke', 'itu', 'astra', 'dan', 'karna', 'itu', 'sertifikat', 'vaksin', 'ke', 'ku', 'jd'];['anu', 'nanya', 'hrs', 'kemarin', 'vaksin', 'sinovac', 'trs', 'tgl', 'kemarin', 'vaksin', 'pas', 'ku', 'periksa', 'pedulilindungi', 'dataku', 'vaksin', 'astra', 'karna', 'sertifikat', 'vaksin', 'ku'];anu tanya harus kemarin vaksin sinovac terus tanggal kemarin vaksin pas ku periksa pedulilindungi dataku vaksin astra karena sertifikat vaksin ku
811;Negatif;@plindungi aneh bgt tiba tiba status saya dan suami diaplikasi masuk ke status hitam, padahal kami bukan pasien covid 19 dan tidak ada kontak erat dengan pasien covid 19. telfon ke 119 jawabannya gara gara aplikasi pembaharuan jd banyak nik yg salah input;aneh bgt tiba tiba status saya dan suami diaplikasi masuk ke status hitam padahal kami bukan pasien covid dan tidak ada kontak erat dengan pasien covid telfon ke jawabannya gara gara aplikasi pembaharuan jd banyak nik yg salah input;['aneh', 'bgt', 'tiba', 'tiba', 'status', 'saya', 'dan', 'suami', 'diaplikasi', 'masuk', 'ke', 'status', 'hitam', 'padahal', 'kami', 'bukan', 'pasien', 'covid', 'dan', 'tidak', 'ada', 'kontak', 'erat', 'dengan', 'pasien', 'covid', 'telfon', 'ke', 'jawabannya', 'gara', 'gara', 'aplikasi', 'pembaharuan', 'jd', 'banyak', 'nik', 'yg', 'salah', 'input'];['aneh', 'status', 'suami', 'diaplikasi', 'status', 'hitam', 'pasien', 'covid', 'kontak', 'erat', 'pasien', 'covid', 'telfon', 'jawabannya', 'gara', 'gara', 'aplikasi', 'pembaharuan', 'nik', 'salah', 'input'];aneh status suami diaplikasi status hitam pasien covid kontak erat pasien covid telfon jawabannya gara gara aplikasi pembaharuan nik salah input
812;Negatif;@plindungi aneh bgt apps pedulilindungi ngapa error?;aneh bgt apps pedulilindungi ngapa error;['aneh', 'bgt', 'apps', 'pedulilindungi', 'ngapa', 'error'];['aneh', 'apps', 'pedulilindungi', 'ngapa', 'error'];aneh apps pedulilindungi ngapa error
813;Negatif;@plindungi aneh bgt apps pedulilindungi ngapa error?;aneh bgt apps pedulilindungi ngapa error;['aneh', 'bgt', 'apps', 'pedulilindungi', 'ngapa', 'error'];['aneh', 'apps', 'pedulilindungi', 'ngapa', 'error'];aneh apps pedulilindungi ngapa error
814;Negatif;@plindungi aneh banget aplikasi. hari pertama kena contact tracing langsung hitam, padahal diperiksa antigen negatif, 3 hr selanjutnya pcr negatif, masih hitam &amp;aneh banget aplikasi hari pertama kena contact tracing langsung hitam padahal diperiksa antigen negatif hr selanjutnya pcr negatif masih hitam amp;['aneh', 'banget', 'aplikasi', 'hari', 'pertama', 'kena', 'contact', 'tracing', 'langsung', 'hitam', 'padahal', 'diperiksa', 'antigen', 'negatif', 'hr', 'selanjutnya', 'pcr', 'negatif', 'masih', 'hitam', 'amp'];['aneh', 'banget', 'aplikasi', 'contact', 'tracing', 'hitam', 'diperiksa', 'antigen', 'negatif', 'pcr', 'negatif', 'hitam'];aneh banget aplikasi contact tracing hitam diperiksa antigen negatif pcr negatif hitam
815;Negatif;@plindungi anak sdh divaksin kedua awal agustus lalu dg provider @divhumas_polri smp skrg sertifikat ga beres2. sdh email peduli, ksh data, ga ada respon, telp juga sibuk terus. gimana ini klu mo ada keperluan?;anak sdh divaksin kedua awal agustus lalu dg provider polri smp skrg sertifikat ga beres sdh email peduli ksh data ga ada respon telp juga sibuk terus gimana ini klu mo ada keperluan;['anak', 'sdh', 'divaksin', 'kedua', 'awal', 'agustus', 'lalu', 'dg', 'provider', 'polri', 'smp', 'skrg', 'sertifikat', 'ga', 'beres', 'sdh', 'email', 'peduli', 'ksh', 'data', 'ga', 'ada', 'respon', 'telp', 'juga', 'sibuk', 'terus', 'gimana', 'ini', 'klu', 'mo', 'ada', 'keperluan'];['anak', 'divaksin', 'agustus', 'provider', 'polri', 'smp', 'sertifikat', 'beres', 'email', 'peduli', 'data', 'respon', 'telp', 'sibuk', 'keperluan'];anak divaksin agustus provider polri sampai sertifikat beres email peduli data respon telp sibuk keperluan
816;Negatif;@plindungi anak kami di vaksin di luar negri, pulang ke indo, setelah repatriasi 8 hr, daftar ( via email) ke peduli lindungi, langsung direspon, proses 3 hr kerja. sekarang sudah lebih 1 mggu nga ada hasil.;anak kami di vaksin di luar negri pulang ke indo setelah repatriasi hr daftar via email ke peduli lindungi langsung direspon proses hr kerja sekarang sudah lebih mggu nga ada hasil;['anak', 'kami', 'di', 'vaksin', 'di', 'luar', 'negri', 'pulang', 'ke', 'indo', 'setelah', 'repatriasi', 'hr', 'daftar', 'via', 'email', 'ke', 'peduli', 'lindungi', 'langsung', 'direspon', 'proses', 'hr', 'kerja', 'sekarang', 'sudah', 'lebih', 'mggu', 'nga', 'ada', 'hasil'];['anak', 'vaksin', 'negri', 'pulang', 'indo', 'repatriasi', 'daftar', 'via', 'email', 'peduli', 'lindungi', 'direspon', 'proses', 'mggu', 'nga', 'hasil'];anak vaksin negeri pulang indonesia repatriasi daftar via email peduli lindungi direspon proses mggu enggak hasil
817;Negatif;@plindungi alo ini masih hidup ngga akunnya ð­;alo ini masih hidup ngga akunnya;['alo', 'ini', 'masih', 'hidup', 'ngga', 'akunnya'];['alo', 'hidup', 'ngga', 'akunnya'];alo hidup enggak akunnya
818;Negatif;@plindungi aku udah vaksin dosis pertama tapi pas mau cek di apk gagal terus katanya nama sama nik harus sesuai ktp tapi aku cek ulang2 ttep ga bisa . ada yg punya solusi ga nih?  gk bakal punya sertifikat dong .  terus masih bisa vaksin dosis ke dua gak ;aku udah vaksin dosis pertama tapi pas mau cek di apk gagal terus katanya nama sama nik harus sesuai ktp tapi aku cek ulang ttep ga bisa ada yg punya solusi ga nih gk bakal punya sertifikat dong terus masih bisa vaksin dosis ke dua gak;['aku', 'udah', 'vaksin', 'dosis', 'pertama', 'tapi', 'pas', 'mau', 'cek', 'di', 'apk', 'gagal', 'terus', 'katanya', 'nama', 'sama', 'nik', 'harus', 'sesuai', 'ktp', 'tapi', 'aku', 'cek', 'ulang', 'ttep', 'ga', 'bisa', 'ada', 'yg', 'punya', 'solusi', 'ga', 'nih', 'gk', 'bakal', 'punya', 'sertifikat', 'dong', 'terus', 'masih', 'bisa', 'vaksin', 'dosis', 'ke', 'dua', 'gak'];['vaksin', 'dosis', 'pas', 'cek', 'apk', 'gagal', 'nama', 'nik', 'sesuai', 'ktp', 'cek', 'ulang', 'ttep', 'solusi', 'sertifikat', 'vaksin', 'dosis'];vaksin dosis pas cek apk gagal nama nik sesuai ktp cek ulang tetap solusi sertifikat vaksin dosis
819;Negatif;@plindungi admin, tolong cek dm dong. capek banget nunggu sertif udah sebulan lebih gak keluar.;admin tolong cek dm dong capek banget nunggu sertif udah sebulan lebih gak keluar;['admin', 'tolong', 'cek', 'dm', 'dong', 'capek', 'banget', 'nunggu', 'sertif', 'udah', 'sebulan', 'lebih', 'gak', 'keluar'];['admin', 'tolong', 'cek', 'dm', 'capek', 'banget', 'nunggu', 'sertif', 'sebulan'];admin tolong cek dm capek banget menunggu sertif sebulan
820;Negatif;@plindungi admin, mohon dibantu update data saya , saya sudah vaksin ke 1 dan sertifikat sudah terbit di applikasi peduli lindungi namun status masih berwarna merah harusnya berwarna kuning , sudah di email dan telpon tetap ga berubah , tolong dibantu;admin mohon dibantu update data saya saya sudah vaksin ke dan sertifikat sudah terbit di applikasi peduli lindungi namun status masih berwarna merah harusnya berwarna kuning sudah di email dan telpon tetap ga berubah tolong dibantu;['admin', 'mohon', 'dibantu', 'update', 'data', 'saya', 'saya', 'sudah', 'vaksin', 'ke', 'dan', 'sertifikat', 'sudah', 'terbit', 'di', 'applikasi', 'peduli', 'lindungi', 'namun', 'status', 'masih', 'berwarna', 'merah', 'harusnya', 'berwarna', 'kuning', 'sudah', 'di', 'email', 'dan', 'telpon', 'tetap', 'ga', 'berubah', 'tolong', 'dibantu'];['admin', 'dibantu', 'data', 'vaksin', 'sertifikat', 'terbit', 'applikasi', 'peduli', 'lindungi', 'status', 'berwarna', 'merah', 'berwarna', 'kuning', 'email', 'telpon', 'berubah', 'tolong', 'dibantu'];admin dibantu data vaksin sertifikat terbit aplikasi peduli lindungi status berwarna merah berwarna kuning email telpon berubah tolong dibantu
821;Negatif;@plindungi admin tolong bantu saya, saya sudah vaksin 1 dan 2, tapi pada sertifikat 1 huruf pada nama dan tanggal lahir saya salah. apakah bisa diubah dan diperbaiki @plindungi?;admin tolong bantu saya saya sudah vaksin dan tapi pada sertifikat huruf pada nama dan tanggal lahir saya salah apakah bisa diubah dan diperbaiki;['admin', 'tolong', 'bantu', 'saya', 'saya', 'sudah', 'vaksin', 'dan', 'tapi', 'pada', 'sertifikat', 'huruf', 'pada', 'nama', 'dan', 'tanggal', 'lahir', 'saya', 'salah', 'apakah', 'bisa', 'diubah', 'dan', 'diperbaiki'];['admin', 'tolong', 'bantu', 'vaksin', 'sertifikat', 'huruf', 'nama', 'tanggal', 'lahir', 'salah', 'diubah', 'diperbaiki'];admin tolong bantu vaksin sertifikat huruf nama tanggal lahir salah diubah diperbaiki
822;Negatif;@plindungi admin mohon info kalau no tlp yg saya sudah daftarkan sudah mati dan mau ganti no tlp yg baru bagaimana cara nya?  terimakasih;admin mohon info kalau no tlp yg saya sudah daftarkan sudah mati dan mau ganti no tlp yg baru bagaimana cara nya terimakasih;['admin', 'mohon', 'info', 'kalau', 'no', 'tlp', 'yg', 'saya', 'sudah', 'daftarkan', 'sudah', 'mati', 'dan', 'mau', 'ganti', 'no', 'tlp', 'yg', 'baru', 'bagaimana', 'cara', 'nya', 'terimakasih'];['admin', 'info', 'tlp', 'daftarkan', 'mati', 'ganti', 'tlp', 'terimakasih'];admin info telepon daftarkan mati ganti telepon terimakasih
823;Negatif;@plindungi admin mohon dibantu update status saya di applikasi masih warna merah padahal sudah terbit sertifikat vaksin ny harusny warna ny berubah jadi kuning sudah coba clear data tdk bs, email ke pedulilindungi@kominfo.go.id tdk ada perkembangan sya su;admin mohon dibantu update status saya di applikasi masih warna merah padahal sudah terbit sertifikat vaksin ny harusny warna ny berubah jadi kuning sudah coba clear data tdk bs email ke pedulilindungi goid tdk ada perkembangan sya su;['admin', 'mohon', 'dibantu', 'update', 'status', 'saya', 'di', 'applikasi', 'masih', 'warna', 'merah', 'padahal', 'sudah', 'terbit', 'sertifikat', 'vaksin', 'ny', 'harusny', 'warna', 'ny', 'berubah', 'jadi', 'kuning', 'sudah', 'coba', 'clear', 'data', 'tdk', 'bs', 'email', 'ke', 'pedulilindungi', 'goid', 'tdk', 'ada', 'perkembangan', 'sya', 'su'];['admin', 'dibantu', 'status', 'applikasi', 'warna', 'merah', 'terbit', 'sertifikat', 'vaksin', 'harusny', 'warna', 'berubah', 'kuning', 'coba', 'clear', 'data', 'email', 'pedulilindungi', 'goid', 'perkembangan', 'sya'];admin dibantu status aplikasi warna merah terbit sertifikat vaksin harusny warna berubah kuning coba clear data email pedulilindungi goid perkembangan saya
824;Negatif;@plindungi adek sm suami saya udah vaksin kedua hari senin tgl 18 oktober 2021 tapi sertifikat blm keluar gimana sih knpa ribet bgt???;adek sm suami saya udah vaksin kedua hari senin tgl oktober tapi sertifikat blm keluar gimana sih knpa ribet bgt;['adek', 'sm', 'suami', 'saya', 'udah', 'vaksin', 'kedua', 'hari', 'senin', 'tgl', 'oktober', 'tapi', 'sertifikat', 'blm', 'keluar', 'gimana', 'sih', 'knpa', 'ribet', 'bgt'];['adek', 'sm', 'suami', 'vaksin', 'senin', 'tgl', 'oktober', 'sertifikat', 'knpa', 'ribet'];adek sama suami vaksin senin tanggal oktober sertifikat kenapa ribet
825;Negatif;@plindungi acc ini masih valid ga ya? soalnya no telp 119 udah ga bisa dihubungin. saya klo mau follow up verifikasi vaksinasi kemana ya, @kemenkesri ?;acc ini masih valid ga ya soalnya no telp udah ga bisa dihubungin saya klo mau follow up verifikasi vaksinasi kemana ya;['acc', 'ini', 'masih', 'valid', 'ga', 'ya', 'soalnya', 'no', 'telp', 'udah', 'ga', 'bisa', 'dihubungin', 'saya', 'klo', 'mau', 'follow', 'up', 'verifikasi', 'vaksinasi', 'kemana', 'ya'];['acc', 'valid', 'telp', 'dihubungin', 'up', 'verifikasi', 'vaksinasi', 'kemana'];acc valid telp dihubungin up verifikasi vaksinasi kemana
826;Negatif;@plindungi acara scan qr code aplikasi pedulilindungi (pl) di tempat2 keramaian memiliki celah penyalahgunaan qr code seseorang oleh seseorang lain. dimana scan tersebut tak ada konfirmasi dari data lain-(ktp) yg mana adlh benar orang yg memiliki data yg ;acara scan qr code aplikasi pedulilindungi pl di tempat keramaian memiliki celah penyalahgunaan qr code seseorang oleh seseorang lain dimana scan tersebut tak ada konfirmasi dari data lainktp yg mana adlh benar orang yg memiliki data yg;['acara', 'scan', 'qr', 'code', 'aplikasi', 'pedulilindungi', 'pl', 'di', 'tempat', 'keramaian', 'memiliki', 'celah', 'penyalahgunaan', 'qr', 'code', 'seseorang', 'oleh', 'seseorang', 'lain', 'dimana', 'scan', 'tersebut', 'tak', 'ada', 'konfirmasi', 'dari', 'data', 'lainktp', 'yg', 'mana', 'adlh', 'benar', 'orang', 'yg', 'memiliki', 'data', 'yg'];['acara', 'scan', 'qr', 'code', 'aplikasi', 'pedulilindungi', 'keramaian', 'memiliki', 'celah', 'penyalahgunaan', 'qr', 'code', 'dimana', 'scan', 'konfirmasi', 'data', 'lainktp', 'adlh', 'memiliki', 'data'];acara scan qr code aplikasi pedulilindungi keramaian memiliki celah penyalahgunaan qr code dimana scan konfirmasi data lainktp adalah memiliki data
827;Negatif;@plindungi @srwrd min sama min,, cek dong report nya aku.. @plindungi , otp gak sampe2... aplikasi mau di pakai.. gmna ini?? gak ada solusi nyaa...;min sama min cek dong report nya aku otp gak sampe aplikasi mau di pakai gmna ini gak ada solusi nyaa;['min', 'sama', 'min', 'cek', 'dong', 'report', 'nya', 'aku', 'otp', 'gak', 'sampe', 'aplikasi', 'mau', 'di', 'pakai', 'gmna', 'ini', 'gak', 'ada', 'solusi', 'nyaa'];['cek', 'report', 'otp', 'sampe', 'aplikasi', 'pakai', 'gmna', 'solusi', 'nyaa'];cek report otp sampai aplikasi pakai bagaimana solusi nya
828;Negatif;@plindungi @sriemarni halo saya sudah cek tapi tetep gaada, gimana nih min;halo saya sudah cek tapi tetep gaada gimana nih min;['halo', 'saya', 'sudah', 'cek', 'tapi', 'tetep', 'gaada', 'gimana', 'nih', 'min'];['cek', 'tetep', 'gaada'];cek tetap enggak ada
829;Negatif;@plindungi @rizalgazali2 @txtdaridgmbk bagaimana setelah pcr atau antigen di nyatakan negatif dan oleh klinik sdh di update ke web kemenkes. apakah color hitam akan tetap hitam atau akan berubah?;bagaimana setelah pcr atau antigen di nyatakan negatif dan oleh klinik sdh di update ke web kemenkes apakah color hitam akan tetap hitam atau akan berubah;['bagaimana', 'setelah', 'pcr', 'atau', 'antigen', 'di', 'nyatakan', 'negatif', 'dan', 'oleh', 'klinik', 'sdh', 'di', 'update', 'ke', 'web', 'kemenkes', 'apakah', 'color', 'hitam', 'akan', 'tetap', 'hitam', 'atau', 'akan', 'berubah'];['pcr', 'antigen', 'nyatakan', 'negatif', 'klinik', 'web', 'kemenkes', 'color', 'hitam', 'hitam', 'berubah'];pcr antigen menyatakan negatif klinik web kemenkes color hitam hitam berubah
830;Negatif;@plindungi @plindungi siang min, maaf may tanya sertifikat vaksin ade saya 1&amp;siang min maaf may tanya sertifikat vaksin ade saya amp;['siang', 'min', 'maaf', 'may', 'tanya', 'sertifikat', 'vaksin', 'ade', 'saya', 'amp'];['siang', 'maaf', 'sertifikat', 'vaksin'];siang maaf sertifikat vaksin
831;Negatif;@plindungi @plindungi  selamat siang ka , saya sudah suntik vaksin yang ke 2 , tapi sertifikat vaksin ataupun kartu vaksin belum juga ada , saya sudah cek apk peduli lindungi secara besekala , mohon bantuaanya;selamat siang ka saya sudah suntik vaksin yang ke tapi sertifikat vaksin ataupun kartu vaksin belum juga ada saya sudah cek apk peduli lindungi secara besekala mohon bantuaanya;['selamat', 'siang', 'ka', 'saya', 'sudah', 'suntik', 'vaksin', 'yang', 'ke', 'tapi', 'sertifikat', 'vaksin', 'ataupun', 'kartu', 'vaksin', 'belum', 'juga', 'ada', 'saya', 'sudah', 'cek', 'apk', 'peduli', 'lindungi', 'secara', 'besekala', 'mohon', 'bantuaanya'];['selamat', 'siang', 'suntik', 'vaksin', 'sertifikat', 'vaksin', 'kartu', 'vaksin', 'cek', 'apk', 'peduli', 'lindungi', 'besekala', 'bantuaanya'];selamat siang suntik vaksin sertifikat vaksin kartu vaksin cek apk peduli lindungi besekala bantuaanya
