Value;tweet
Negatif;@PLindungi saya sudah melakukan vaksinasi, tapi sepertinya NIK saya ada kesalahan cara memperbaiki nya gimana yah?
Negatif;@PT_Transjakarta Berarti kalau hanya menunjukan kartu sertifikat vaksin cukup kan min? Tanpa perlu scan QR Pedulilindungi?
Negatif;"Uda lari-lari trs pas mau naik, pintu keretanya ketutup gara2 scan apk PeduliLindungi dulu is another ""ANJIIIIING"" 🙂"
Negatif;gue sampe parkiran kantor udah 7.57 trus di lobby disuru scan peduli lindungi AWOKAWOKAWOK bercanda bgt 😭😭
Negatif;Status vaksinasi peduli lindungi saya masih merah, apa bisa masuk fasilitas umum?  #vaksinasiturunkancovid #pedulilindungi
Negatif;💭 mau tanya dong yg pnya apk peduli lindungi itu sertifikat v4ksin nya knp sertifikat tidak tersedia ya pdhl udh sbnrnya atau emg apk nya bgtu ya?
Negatif;Websitenya peduli lindungi kenapa gak bisa log-in nih??!! @KemenkesRI @PLindungi
Negatif;@IndosatCare Udah aku kirim dm ya plis bales aku ga bisa pake pedulilindungi mbanking dll gara2 indosat lama aktifin kartuku
Negatif;aneh banget pake pedulilindungi  https://t.co/YpiSf8l7Ny
Negatif;sekolah gw ribet bgt anyingg ngapain pake peduli lindungi dah
Negatif;@sahrulwahy capek banget mau buka bca kepencetnya peduli lindungi
Negatif;@xC8H9NO2 gas aja pake peduli lindungi kak.  sumpah becanda ajarannya kak egg
Negatif;@syifalifaa jahat bgt pdhl di sini udh ada peduli lindungi @kqent
Negatif;efek abis vaksin kedua az, sampe sekarang udah mau 12 jam cuma lengen pegel aja.  alhamdulillah ga kayak dosis pertama yang ngantuk, pegel, meriang, ga enak badan ringan.  cuma sertifikat kedua belom masuk ke peduli lindungi... 🤷🏻‍♀️
Negatif;@hopanacea lom ada peduli lindungi mereka sis
Negatif;@PLindungi selamat malam min, mau tanya kalau waktu vaksin tidak memberikan nomor telpon dan email. Cara mendapat sertifikat vaksinnya bagaimana ya? Karena di app peduli lindungi nya tidak muncul sertifikat nya. Terima kasih
Negatif;@diahuta08854426 @PLindungi Halo, izin nimbrung saya jg sama kaya mbaknya. Udah dapet solusi mbak
Negatif;JAUH BGT PEDULI LINDUNGI KE PELINDUNG DIRI, TEMENKU ANEH BGT JRIT CAPEK
Negatif;PENGEN GANTI HP ANJENK W TADI KE CITRA LAND BUKA APP PEDULI LINDUNGI LEMOT BNGT ANJ
Negatif;@PLindungi Nomer yg di daftar kan petugas puskesmas salah kak saat vaksin. Mohon bantuan untuk membenarkan nomernya 🙏
Negatif;@e62dea580f3a45f Sayang sekali pd penerapannya mnjadi paksaan pak 😓. Ambil bansos hrs sdh vaksn. PTM hrs vaksn. Bbrp tmp skrg sdh pakai peduliLindungi. Bahkan di Morotai, bupatinya akan putuskan jaringan listrik jk blm vaksn. Ini jg cth paksaan pak:  h
Negatif;Aplikasi @pedulilindungi ni gimana sih 😑 gak bs di buka, duhh saya mau brgkt bsk. Ad yg pernah ngalamin kayak aku gak tweeps.
Negatif;Pusing bgt ngurus peduli lindungi
Negatif;@renalcorpuscle @citranet SKSKKS knp ada notifnya malu bgt gaada sinyal jir pas mo pedulilindungi
Negatif;@wonwoofie @callaliIie YANG BIRU ADANYA PEDULILINDUNGI ANJING
Negatif;@convomf Lah paling banyak makan baterai app peduli lindungi ternyata hmmm  https://t.co/GIMr10gZJs
Negatif;Udah nge install peduli lindungi,tapi ko tetep aja ya ngerasa ga di peduliin
Negatif;Kenapa status saya di aplikasi jadi BLACK ? @PLindungi  https://t.co/Lsl6h8q7am
Negatif;@PLindungi Sudah vaksin ke2 tp sertifikat belum keluar gimana min?
Negatif;Mau scan peduli lindungi gak bisa minta tolong sama security.. harus ngisi nik ulang. Yaudah aku keluarin ktp di liatnya.. 'mbak tahun 99 sama seumuran saya🙂' lah sempat2nya dia liat tahun lahir aku🙃  https://t.co/y5cG4F5Tca
Negatif;So, keriuhan terjadi karena ternyata banyak penumpang yg belum membuat e-hac, dan tanpa disadari banyak juga penumpang yg blm download aplikasi pedulilindungi
Negatif;ini knp pedulilindungi gabisa login dehhh aelah
Negatif;... Gua lupa masukin NIK ke peduli lindungi anjir mewek PANIK SY
Negatif;"@_widyasty Wkwk gemes kan, liat di Malang peduli lindungi kaya angin lalu ga ada yang pake wkwk :"")"
Negatif;@PLindungi : min mau tanya ibu saya sudah vaksin yg kedua di tanggal 5 November 2021, cuma koq sertifikat vaksin'a blm muncul yah .?
Negatif;@handrika @handrika Mohon dipastikan hasil tes diunggah ke sistem eHAC terintegrasi PeduliLindungi oleh Fasyankes terkait. - Rocky
Negatif;@icsyana Sudah pake peduli lindungi masih tetep aja
Negatif;@angkasapura172 halo min sertifikat vaksin bapakku tidak keluar di aplikasi peduli lindungi sdh telpon dan kirim email ke peduli lindungi jga tdk ada respon, adanya di web  https://t.co/PETOJOjLSu, boleh tidak utk bukti vaksin lewat web? atau harus di apl
Negatif;@contactap2 halo min sertifikat vaksin bapakku tidak keluar di aplikasi peduli lindungi sdh telpon dan kirim email ke peduli lindungi jga tdk ada respon, adanya di web  https://t.co/PETOJOjLSu, boleh tidak utk bukti vaksin lewat web? atau harus di aplikas
Negatif;Mulai menemukan ketidak efektifan aplikasi peduli lindungi
Negatif;dari kemaren cobain aplikasi peduli lindungi, tapi mau claim sertifikat vaksin selalu gini😵‍💫 gimana sihhhhh  https://t.co/NirbXNpNbc
Negatif;@PLindungi Min, Saya sudah sebulan yang lalu untuk vaksin dosis kedua tapi belum muncul e-sertifikat vaksin di aplikasi peduli lindungi saya dan juga belum menerima sms bahwa sertifikat kedua telah tersedia. Bagaimana ya, min? Mohon dibalas. Makasih 😊
Negatif;Pedulilindungi warna item tapi gapernah kemana mana tuh kenapa si anjing gak jelas banget
Negatif;@PLindungi min, mau tanya . Saat saya download aplikasi peduli lindungi, langsung muncul seperti ini . Saya klik ceklis nya , tapi sehabis itu tidak ada respon apa apa . Gimana ya ?  https://t.co/pmK4lxzRMH
Negatif;Tombol check out tanpa scan QR Code-nya sudah ngga tersedia, @PLindungi ?  https://t.co/JtjBSqDZO2
Negatif;@PLindungi halo min, mau tanya. Saya sekeluarga udh vaksin kedua 10 nov kemarin, sertifnya udh keluar tp statusnya masih kuning gimana ya? Mohon solusi? Thanks!
Negatif;hp i aneh bgt masa gk bisa install peduli lindungi, jdi kalo mau scan lewat shopee🥲
Negatif;@PLindungi min adik saya sudah vaksin full dosis..  nah dia mau daftar peduli lindungi, untuk ambil sertifikat vaksinnya utk persyaratan kerja.  problemnya, hpnya adik saya habis hilang, dan nomor hp nya dia ga ingat. bagaimana ?  apakah bisa pke nama dan
Negatif;Tolong dong ini gimana caranya deh, gmail gw kaga bisa di pake sama sekali, gw mau login di pedulilindungi @gmail
Negatif;Percuma Punya aplikasi peduli lindungi, kalau gak ada yang peduli dan ngelindungi  https://t.co/fAvplzIkgt
Negatif;finally pedulilindungi w dah bisaaaa 🥲
Negatif;@Deny_misbah @PLindungi Ini sampe skrg ga d input Call hotline peduli lindungi ga ad jawaban  @PLindungi
Negatif;Ini pengguna Indosat emang gabisa pake pedulilindungi apa gimana ya???  Sinyal penuh pun gak kebuka.  https://t.co/7Zc5EuhtUt
Negatif;@IniJiji_0805 GWS BANGET WKWKWKWMWK  APALAGI NAEK KERETA WKWKW PAKE PEDULI LINDUNGI  Wkwkw menueut gua sih banyak ruginya
Negatif;@Helmi_Felis @AldoBabeh Sudah, AKHIRI MANDATORY F**KSIN  Copot semua barcode² Peduli Lindungi yg ada !!!
Negatif;"sdf! aku udh vaksin bulan agustus kemarin, tapi kok pas aku cek sertifikat nya di pedulilindungi gaada ya:"""
Negatif;aku udh vaksin 3 minggu yg lalu,tapi koo blm dapet sms buat sertifikat vaksinnya ya?aku cek di peduli lindungi juga ngga ada sertifikatnya:( ada yg sama kaya aku ngga?  https://t.co/PaI4BCZDi9
Negatif;Yah admin @PLindungi dipintain tolong susah banget nih dm saya dari kemarin gak di read2. Tolong dong responnya min
Negatif;@oleyociskeik Cgv kemaren melompong gitu aja, xxi juga. Tpi ada scan pedulilindungi didpn, but gk di scan juga gk papa. Yg penting ttp pake masker aja
Negatif;@yulinamahoki Gak usah pakai Pedulilindungi ini... 😁
Negatif;Tanyarl kan aku mau vaksieen ke-2 tp gada kertas vaksien nya, terus aku coba di peduli lindungi tapi nik nya gak valid. Itu kira2 kenapa yaaa???  https://t.co/B5q9VID7f0
Negatif;Anomali aktifitas pada aplikasi Pedulilindungi, data dikirim ke antah berantah.  https://t.co/gKAXNNeJJp
Negatif;@PLindungi halo min, ini kalo nik dipakai orang lain gimana cara benerinnya? udah lewat cs whatsapp bot mulu yg bales, gabisa kasih solusi
Negatif;@PLindungi p, sertif vaksin 2 kg dpt dpt dr 21 oktober.
Negatif;@PLindungi Sudah vaksin dosis 2...status masih kuning...gimana solusinya..
Negatif;@PLindungi saya sudah vaksin ke 2 , tapi status warna vaksin saya di aplikasi dan web pedulilindungi masih berwarna kuning. Sudah 3 hari masih tetap berwarna kuning. Ini gimana ?
Negatif;selalu lupa log out peduli lindungi
Negatif;Meanwhile yang lagi gw dengerin itu cypher pt 4 full vol. Ngarep denger apaan dari masnya selain maskernya goyang2 😑. Lagian itu aplikasi peduli lindungi asli eror muluk
Negatif;Mamak able banget, peduli tapi bukan peduli lindungi, tim galau ambyar
Negatif;"Ngescan peduli lindungi tulisannya ""gagal check in melebihi radius mulu""  Masnya ngomong gatau denger apaan  ""Mas. Saya pake headset percuma ga denger apa apa. Susah berhentiinnya 😐. Dah ya""  Asli beneran benci banget pake headset bluetooth di dalam kerudung tuh nyiksa"
Negatif;@judjune Ee.. udah 😶 Tapi ngga masuk ke pedulilindungi
Negatif;Kepada @PLindungi Kenapa sertifikat vaksin pertama saya tidak muncul?
Negatif;@PLindungi tlg cek lagi fitur EHAC di IOS. Settingan bahasa Indonesia, tapi setiap buat ehac baru, semua konten dalam bahasa Inggris. Ini menyulitkan utk pengguna.
Negatif;@_juut Dulu aku ngurus tapi nggak ketahuan siapa yang pakai NIK ku, trus keburu positif. Pas udah kelar 3 bulan, lapor ke faskes utk vaksin, lalu dibantu untuk ngecek lagi, trus dikasi tau siapa yang pakai NIK ku. Yang udah vaksin itu yang harus menghubun
Negatif;@FromIndah Kamu udah punya akun pedulilindungi belum?
Negatif;@sohilauww Waktu itu sudah sempet cek dan terdatanya nama aku kak cuman nomor hp nya nomor hp orang lain. Udah kirim email juga ke pedulilindungi disuruh nunggu udah sebulanan ngga berubah2 datanya. Kalau perbaikan data kakak waktu itu gimana ya kak? soal
Negatif;Masuk kantor sudah kayak masuk mall, pake app pedulilindungi. :|
Negatif;definisi panic attack adalah pas kamu diminta jadi narsum sama eselon 2 nya salah satu kementerian di hotel bintang lima yg jauh bgt lokasinya dari kantor alias pas dateng udah mepet, terus disuruh check in pedulilindungi munculnya warna merah alias yashinta nangis di tempat
Negatif;@PLindungi Min saya mau tanya, saya udah dapat kartu vaksin 1 dari faskes tapi dipeduli lindungi belum ada sertfikatnya, solusinya gimana ya.. padahal dari september saya vaksin pertama, mhon bantuannya, terima kasih
Negatif;Kenapa sertifikat vaksin 2 gua ampe skrng belom muncul juga dahh di peduli lindungi 😑 mana yg vaksin ke 1 tiba2 ngilang juga jd tulisannya 'belum tersedia', untung udah sempet didonlot hhhhh
Negatif;@woodyforlaxx kayanya harus kontak ke pedulilindungi sih. aku ga tau dinas kesehatan di Pekanbaru. Kalau ada yg kenal, biasanya bisa bantu.
Negatif;Percuma juga kalo pengguna transport umum segini banyak tapi petugasnya cuma dua orang. Gak cukup buat cek-in satu-satu check in pedulilindungi. Bisa aja ada yang nyelonong masuk.   Emang dari awal ini tuh non sense menurut gue.
Negatif;@ofnayuta Gimana sih marahin @PeduliLindungi
Negatif;@RadarKorupsi Saya pernah bang.mau.melintas ke p.jawa dari p.sumtra.dicolok.hidung bayar mahal padahal di pelabuhan beda jauh harganya.udah itu dicek di peduli lindungi.tidak ada riwayat.bangke tuh orang.berapa ratus orang di tipu
Negatif;Hadeh pedulilindungi nyusahin doang
Negatif;@mncrgknskl Selama kencing dibawah puun bebas PeduliLindungi sih bodo mat.
Negatif;@jongdaecutes sivonak, kan gue bingung mau tanya sama siapa udah di cek ke peduli lindungi ngga ada juga status gue masih merah
Negatif;@PLindungi last reply 21 Sept bakalan dijawab gak ya? min mau tanya ini udh vaksin 2x tapi sertifikat gak muncul wkt dicari di peduli lindungi. Ngurusnya gimana ya?
Negatif;Mau klik peduli lindungi malah jenius
Negatif;Halo, Selamat sore min. Terdapat kesalahan penulisan NIK di sertifikat vaksin saya min. Sudah saya email tetapi belum ada balasan apa apa. Tolong dibantu min 🙏🏻😊 @PLindungi
Negatif;Kirain habis install pedulilindungi dapet transperan dari peemerentah, taunya engga.. ya un instal doong ✌️🙃
Negatif;@PLindungi halo, admin.. Kalau mau daftar vaksin, tetapi ditolak. Karena, NIK sudah terdaftar menerima vaksin. Kalau kasusnya seperti ini, solusinya bagaimana ya?
Negatif;Peduli lindungi bisa ganti email ga sihhh?
Negatif;Peduli lindungi tu fungsinya apa deh aslinya? Masih nggak ngerti.
Negatif;@renzumaky @PLindungi Kaka udah masukin email nik dan tanggal lahir blm di akun pduli lindungi setelah login? Masukin lagi nik nya itu kak
negatif;Unsr! Test suliet hrus nyertain sertifikat vaksin dr pedulilindungi kan?
Negatif;@qronoz tanpa harus oversharing, data peduli lindungi, ehac, bpjs kesehatan sudah bocor.
Negatif;@PLindungi admin,ini no hpx salah jadi apa yg harus saya lakukan untuk memperbaiki x?
Negatif;"@axientnemy @sygfess sekarang mah disuruh scan pedulilindungi, jd ga berguna lagi dah:""&gt"
Negatif;Kalau vaksin tidak mencegah penularan, apa tujuan kartu vaksin dan PeduliLindungi? Pikirkan! Ada agenda berbahaya oleh rezim! #PDIPPengkhianatPancasila
Negatif;wih udah ada yang nawarin nembak Sertifikat Vaksin sync Peduli Lindungi aja, next E-Uji emisi nih 🤪
Negatif;@PLindungi min, saya sudah vaksin 2 kali kenapa tidak bisa tampil applikasi peduli lindungi (tidak bs sampai step ke 3) . Setelah data keluar tidak bisa continue min  https://t.co/OsitcZpokq
Negatif;Ya jangan ngomel2 juga kalo data pedulilindungi bocor
Negatif;@PLindungi min mau tanya dong, ini ada masalah sama data di sertifikat vaksin, udah telp ke 119 dan disuruh email data yang dibutuhkan ke sertifikat@pedulilindungi.id, tapi kenapa emailnya ga kekirim ya? keterangannya server jarak jauh salah dikonfigurasi
Negatif;@PLindungi hai min gmn cara ngubah kalau no telfon yg di input di sertifikat vaksin salah, aku dm gaada tanggepan nih min
Negatif;@PLindungi saya kirim email ke sertifikat@pedulilindungi.id kenapa tidak bisa ya?
Negatif;Ih paketan gue bisa anying kenapa si tadi gk bisa buka app peduli lindungi. Anying. Harus bgt bikin sebel siang2 dah ah
Negatif;gasuka gue dengan peduli lindungi dan lainnya itu lah
Negatif;@PLindungi Bagaimana caranya mendapatkan sertifikat vaksin Padahal sdh vaksin dan sudah lapor by email jg ?  Tp blm ada progres
Negatif;mau nanya dong, klo masuk ke tempat2 yg perlu scan pedulilindungi tuh cm nunjukin sertif vaksin doang bisa ga ya? aku gabisa login aplikasi krn layar hpku kecil banget. thank u
Negatif;yaampun udh berkali2 mau scan barcode peduli lindungi malah buka siap dikira mau absen kali ye🙃 kmrn lebih parah lg mau scan shopeepay jg bukanya siap hadeh.
negatif;@KemenkesRI siang, mohon bantuannya untuk peduli lindungi saya terkait vaksin. Saya ingin mengaktivasi vaksin ke 2 saya. Sblmnya saya sdh daftarkan tp selalu Rejected. Trims
Negatif;@PLindungi Ini sy sdh vaksin ke 2 tp yg ke 2 g ke detek?sy tanya petugas vaksinnya jg g tau kn aneh  https://t.co/RqufW3v6B8
Negatif;Capek2 bombardir feedback apps PeduliLindungi karena data privacy, dikalahkan dengan fomo trend ig 🤣.
Negatif;netizen: kenapa sih data pedulilindungi sampe bocor begini???!!! pemerintah harus tanggung jawab!!!!! also netizen:
Negatif;@GilangJuragan99 Hahaha gpp pak. Saya juga sering gitu, mau buka twt malah buka aplikasi peduli lindungi
Negatif;-rek tanya dong ada yg sudah v4ksin tetapi waktu masuk di pedulilindungi itu munculnya belum div4ksin, itu gmna ya?
Negatif;@ebiemz @PLindungi Knp gx d tutup itu no NIK'y bang
Negatif;Tahun depan gw pulkam. Kata orang orang yg udah pulang suruh download apk peduli lindungi. Dah gw download tampilan nya gini doang. Gw scrool ke bawah gini doang gak bisa alias macet.. 😅 😅  https://t.co/KTr7a4Co99
Negatif;ada yg gini juga gak sih masa,,,gue udah vaksin kedua dari bulan sep tpi masa sertifikat vaksin kedua nya gamau muncul² di peduli lindungi😔
Negatif;peduli lindungi nih suke merampot
Negatif;Susah amat yak sign in pedulilindungi di hp xiaomi kecil bapak wkwkwkw.. kudu ngecilin font hp dulu..
Negatif;@Askrlfess Gapapa nder, tetep keluar kok di peduli lindungi nya. Soalnya punya nenekku gabung sama punya tanteku tetep bisa keluar sertifnya
Negatif;@Askrlfess Gatau, soalnya masuk peduli lindungi kan pake nomor hp juga sm email
Negatif;@PLindungi Selamat pagi, hari ini saya ingin mendaftar untuk mendapat vaksin dosis kedua tapi tidak bisa karena sertifikat vaksin saya tidak memuat jenis vaksin pertama saya dan nomor tiket untuk dosis kedua tidak muncul di sistem. Apa bisa dibantu?
Negatif;@Telkomsel min, dari minggu lalu kenapa sih Tsel JELEK BANGET di stasiun, di semua stasiun! LAMBAT BANGET. Gara-gara ini aku ga bisa buka aplikasi peduli lindungi dan akhirnya ketinggalan kereta. Ga bisa buka linkaja dan ga bisa tap-in!! SEBEL!
Negatif;masih heran knp pedulilindungi mesti pake kuota kmrn gue ketahan depan mall sm bioskop krn telkomsel lg ngambek 🙂
Negatif;@PLindungi admin sertifikat blom muncul knp ya?
Negatif;sdf! Kalau ga bisa scan barcode peduli lindungi padahal nomor sama email bener, itu gimana ya? Tia!
Negatif;Kadang aplikasi Twitter, traveloka, pedulilindungi suka bikin mata sliwer
Negatif;@PLindungi Halo, seritifikat vaksin saya gak bisa muncul kenapa ya? Di website tertera bahwa data tidak ditemukan. Namun, apabila saya menggunakan fitur cek status vaksinaksi, statusnya sudah berwarna hijau. Saya sudah fully vaccinated sejak bulan Septemb
Negatif;@telorcepIog bkn pedulilindungi yah 💉
Negatif;"ada yg tau gk ini knp tanda ""setuju"" nya gk keliatan? adek gw mau daftar app pedulilindungi gini soalnya?  https://t.co/w5TnCD6Lwf"
Negatif;@Askrlfess udah ga bisa donlot keknya, aku tunjukin dari apk pedulilindungi nder
Negatif;@shadowsaman Ish jd ingat cl  ku ada hindari hotel yang pake peduli lindungi 🤣🤣🤣🤣
Negatif;@VeritasArdentur Sepakat Bang, ya gue males adalah penggunaan app semacam pedulilindungi, entah kenapa gue risih aja sama tracking app semacam ini. kalo dinormalisasi beberapa tahun ke depan bakal di-track tuh ODHA atau bahkan utk keperluan non medis.
Negatif;Buat bapak-bapak nakal, hati-hati terhadap aplikasi pedulilindungi y. Ada check in history yg bisa dilacak. 😁  https://t.co/0urTURjNVt
