;Value;tweet;cleaning
634;Negatif;@PLindungi min bisa tolong di bantu up ga? akun vaksinasi saya munculnya sertifikat suami karna kesalahan input nomer HP.. sudah hubungi 119 tapi sibuk terus, sudah email ke sertifikat@pedulilindungi.id tapi NIK saya katanya tidak terdaftar. mohon di up m;min bisa tolong di bantu up ga akun vaksinasi saya munculnya sertifikat suami karna kesalahan input nomer hp sudah hubungi tapi sibuk terus sudah email ke sertifikat id tapi nik saya katanya tidak terdaftar mohon di up 
635;Negatif;@PLindungi min biasanya sertifikat vaksin bisa dilihat setelah berapa hari melakukan vaksinasi? Saya dari kemarin cek belum muncul;min biasanya sertifikat vaksin bisa dilihat setelah berapa hari melakukan vaksinasi saya dari kemarin cek belum muncul
636;Negatif;@PLindungi min bales dm dong. dah dari sebulan lalu kaga dibales bales etdah;min bales dm dong dah dari sebulan lalu kaga dibales bales etdah
637;Negatif;@PLindungi Min bagaimana masuk peduli lindungi tetapi tidak mendapatkan SMS kode otp;min bagaimana masuk peduli lindungi tetapi tidak mendapatkan sms kode otp
638;Negatif;@PLindungi Min bagaimana jika nomer hp salah pas waktu vaksin bisa di perbaiki kan? Sebab saya gak bisa nerima sertifikat vaksin nya karena nomer hp yang saya kasih salah Mohon bantuan nya min??????;min bagaimana jika nomer hp salah pas waktu vaksin bisa di perbaiki kan sebab saya gak bisa nerima sertifikat vaksin nya karena nomer hp yang saya kasih salah mohon bantuan nya min
639;Negatif;@PLindungi min apknya kok drop ya, kenapa? Emang lali perbaikan atau gimana?.;min apknya kok drop ya kenapa emang lali perbaikan atau gimana
640;Negatif;@PLindungi min aku udah vaksin kedua dan sertifikat vaksin pertama dan kedua belum keluar itu gimana yah?;min aku udah vaksin kedua dan sertifikat vaksin pertama dan kedua belum keluar itu gimana yah
641;Negatif;@PLindungi min aku kok gak dapat2 OTP yaa.. gmna ini?? Bntuin dong min;min aku kok gak dapat otp yaa gmna ini bntuin dong min
642;Negatif;@PLindungi Min aku kan udah vaksin tahap pertama tanggal 15-10-21 kemaren terus yang tahap kedua 5-11-21 tadi tapi gimana kok sertifikat yang pertama kok ga ada malah sertifikat yang seharusnya tahap kedua malah jadi yang pertama. itu gimana si tolong  ht;min aku kan udah vaksin tahap pertama tanggal kemaren terus yang tahap kedua tadi tapi gimana kok sertifikat yang pertama kok ga ada malah sertifikat yang seharusnya tahap kedua malah jadi yang pertama itu gimana si tolong ht
643;Negatif;@PLindungi min adikku udah vaksin tapi pas cek peduli lindungi keterangannya belum vaksin padahal 2 kali vaksin. gimana solusinya? masa harus vaksin 4 kali sih :(;min adikku udah vaksin tapi pas cek peduli lindungi keterangannya belum vaksin padahal kali vaksin gimana solusinya masa harus vaksin kali sih
644;Negatif;@PLindungi min adik saya sudah vaksin full dosis..  nah dia mau daftar peduli lindungi, untuk ambil sertifikat vaksinnya utk persyaratan kerja.  problemnya, hpnya adik saya habis hilang, dan nomor hp nya dia ga ingat. bagaimana ?  apakah bisa pke nama dan;min adik saya sudah vaksin full dosis nah dia mau daftar peduli lindungi untuk ambil sertifikat vaksinnya utk persyaratan kerja problemnya hpnya adik saya habis hilang dan nomor hp nya dia ga ingat bagaimana apakah bisa pke nama dan
645;Negatif;@PLindungi Min ...kalo salah input data no nik dan no telp gimana..sebab di cek gk bisa di aplikasi;min kalo salah input data no nik dan no telp gimanasebab di cek gk bisa di aplikasi
646;Negatif;@PLindungi Min , kenapa sertifikat vaksin suami bisa ada di hp aku ya ? Lalu , suami mau log in ga bisa .. karna nik tidak terdaftar;min kenapa sertifikat vaksin suami bisa ada di hp aku ya lalu suami mau log in ga bisa karna nik tidak terdaftar
647;Negatif;@PLindungi mhn info, jika satu no telfon sdh digunakan oleh ayah kemudian no tsb dicantumkan utk data si anak, maka anaknya tdk bisa mendpt sertif. vaksin di apps ya Min? Bgmn solusinya? Mhn konfirmasi.;mhn info jika satu no telfon sdh digunakan oleh ayah kemudian no tsb dicantumkan utk data si anak maka anaknya tdk bisa mendpt sertif vaksin di apps ya min bgmn solusinya mhn konfirmasi
648;Negatif;@PLindungi Mengapa sertifikat saya gak ada,padahal sudah vaksin dosis satu dan dua;mengapa sertifikat saya gak adapadahal sudah vaksin dosis satu dan dua
649;Negatif;@PLindungi mau tanya, saya melakukan tes pcr tgl 29 september 2021, mengapa saat saya cek di app Pedulilindungi ditanggal 3 oktober 2021, sudah tidak muncul info klo saya sudah pcr nya?;mau tanya saya melakukan tes pcr tgl september mengapa saat saya cek di app pedulilindungi ditanggal oktober sudah tidak muncul info klo saya sudah pcr nya
650;Negatif;@PLindungi mau tanya tiba-tiba di app. Peduli lindungi saya keluar nama orang lain, gimana cara hapus nya ini,......  https://t.co/FGd8QU4WkZ;mau tanya tibatiba di app peduli lindungi saya keluar nama orang lain gimana cara hapus nya ini
651;Negatif;@PLindungi mau tanya dong.... Saya mau vaksin ke 2 nih. Tapi kesulitan daftar. Sudah coba Lewat browser dan apk juga ga bisa klik lanjutkan. Coba Lewat aplikasi Jaki malah belum terdaftar vaksin sama sekali.  https://t.co/bHAv9NNBUp;mau tanya dong saya mau vaksin ke nih tapi kesulitan daftar sudah coba lewat browser dan apk juga ga bisa klik lanjutkan coba lewat aplikasi jaki malah belum terdaftar vaksin sama sekali
652;Negatif;@PLindungi mau menanyakan ibu saya saya salah input NK, jadi sertifikat vaksin tidak terlihat di aplikasi gimana cara merubah NIK, siapa yang saya haru hubungi ð;mau menanyakan ibu saya saya salah input nk jadi sertifikat vaksin tidak terlihat di aplikasi gimana cara merubah nik siapa yang saya haru hubungi
653;Negatif;@PLindungi Maslah bgini saja susah di tangani lantas buat apa ada aturan mnggunakan apliasi yg kurang manfaatnya. Padhl sudah melakukan vaksin 2x. Mngkin hingga 50x nntinya. Kalo bisa aplikasi ini tidak usah lagi ada bikin ribet seindonesia saja. Kasian y;maslah bgini saja susah di tangani lantas buat apa ada aturan mnggunakan apliasi yg kurang manfaatnya padhl sudah melakukan vaksin  mngkin hingga  nntinya kalo bisa aplikasi ini tidak usah lagi ada bikin ribet seindonesia saja kasian 
654;Negatif;@PLindungi Lapor , Saya hari sabtu kmarin tgl 16 okt 21, ikut vaksin ke 2 Sinovac , tapi sampai hari ini belum dapat sertifikat nya utk vakain yg ke 2 .;lapor saya hari sabtu kmarin tgl okt ikut vaksin ke sinovac tapi sampai hari ini belum dapat sertifikat nya utk vakain yg ke
655;Negatif;@PLindungi Lah udah di vaksin dosis 1 tapi di aplikasi masih merah aj. Jadi ga bisa buat check in tempat. Jadi menghambat sgla2! ????;lah udah di vaksin dosis tapi di aplikasi masih merah aj jadi ga bisa buat check in tempat jadi menghambat sgla
656;Negatif;@PLindungi Kronologi, saya sudah melakukan PCR utk keperluan penerbangan ke JKT pada tgl 9 okt dengan hasil negatif. Namun saat hendak check in di salah satu mall di JKT, saya mendapatkan status hitam di apps @PLindungi;kronologi saya sudah melakukan pcr utk keperluan penerbangan ke jkt pada tgl okt dengan hasil negatif namun saat hendak check in di salah satu mall di jkt saya mendapatkan status hitam di apps
657;Negatif;@PLindungi kok elum bisa di buat sertifikat vaksin nya min  https://t.co/r3Ttk51UA3;kok elum bisa di buat sertifikat vaksin nya min
658;Negatif;@PLindungi kok apk tidak kompatibel sama hp ku ??? Hayoo udah vaksin kedua juga ,masuknya gimana coba???  https://t.co/rqDUmwIDqI;kok apk tidak kompatibel sama hp ku hayoo udah vaksin kedua juga masuknya gimana coba
659;Negatif;@PLindungi Kocak ga sih ada sertifikat vaksin tapi status nya masih merah alias belum divaksin ð  https://t.co/eUlYxbgdU1;kocak ga sih ada sertifikat vaksin tapi status nya masih merah alias belum divaksin
660;Negatif;@PLindungi ko bikin akun gbisabisaaaaa;ko bikin akun gbisabisaaaaa
661;Negatif;@PLindungi knp situ ribet amat si, mau liat barcode lewat web gabisa harus download app. Sebel dech hp aku samsung champp ga muat memorinya;knp situ ribet amat si mau liat barcode lewat web gabisa harus download app sebel dech hp aku samsung champp ga muat memorinya
662;Negatif;@PLindungi knapa ya susah dapet otp nya  https://t.co/kgz7fX3VVN;knapa ya susah dapet otp nya
663;Negatif;@PLindungi klo sertifikat vaksin tdk muncul bagaimana ngurusnya? Orangtua saya sudah 2x vaksin;klo sertifikat vaksin tdk muncul bagaimana ngurusnya orangtua saya sudah  vaksin
664;Negatif;@PLindungi kirim email dan pesan di twiteer ga ada respon dr PEDULILINDUNGI ????????????niat ga punya website dan media sosial;kirim email dan pesan di twiteer ga ada respon dr pedulilindungi niat ga punya website dan media sosial
665;Negatif;@PLindungi Kepada yang terhormat. Saya sudah vaksin dosis 1 dan sedang menunggu jadwal untuk dosis 2.  Tapi saya tidak mendapatkan tanggal pasti mengenai vaksinasi dosis 2. Mungkin jika lokasi sudah tercantum di @pedulilindungi namun saya bingung kapan ta;kepada yang terhormat saya sudah vaksin dosis dan sedang menunggu jadwal untuk dosis tapi saya tidak mendapatkan tanggal pasti mengenai vaksinasi dosis mungkin jika lokasi sudah tercantum di namun saya bingung kapan ta
666;Negatif;@PLindungi kenapa sudah sebulan vaksin, belum juga keluar sertifikat nya.. ???;kenapa sudah sebulan vaksin belum juga keluar sertifikat nya
667;Negatif;@PLindungi kenapa aplikasi ini harus akses storage yah??  https://t.co/eO5lz8tDa9;kenapa aplikasi ini harus akses storage yah
668;Negatif;@PLindungi Kami mau mengadu kemana lagai min untum aplikasi gak jelas ini ?.   Sedngkan aturan pemerintah harus mnggunakan aplikasi gak jelas ini untuk masuk kmna2 ?.  Apakah bgini cara kerjan aplikasi yg gak jelas ?.  Tolonglah dngrkan kami kalo mau aman;kami mau mengadu kemana lagai min untum aplikasi gak jelas ini sedngkan aturan pemerintah harus mnggunakan aplikasi gak jelas ini untuk masuk kmna apakah bgini cara kerjan aplikasi yg gak jelas tolonglah dngrkan kami kalo mau aman
669;Negatif;@PLindungi kalo 1 no hp ternyata ada dua akun gmn yaa? bisa ga ya dpecah akun gt salah satu nya ganti no hp nya?;kalo no hp ternyata ada dua akun gmn yaa bisa ga ya dpecah akun gt salah satu nya ganti no hp nya
670;Negatif;@PLindungi kalau statusnya sertifikat belum tersedia itu gimana min ?;kalau statusnya sertifikat belum tersedia itu gimana min
671;Negatif;@PLindungi Kalau mau ganti nomer telpon gimana ya. Tanya sana sini gak ada jawaban;kalau mau ganti nomer telpon gimana ya tanya sana sini gak ada jawaban
672;Negatif;@PLindungi Kalau di app. Peduli lindungi saya tiba-tiba ada nama orang lain, gimana hapus nya ini  https://t.co/OclM7Xua8W;kalau di app peduli lindungi saya tibatiba ada nama orang lain gimana hapus nya ini
673;Negatif;@PLindungi Kak saya belum dapet;kak saya belum dapet
674;Negatif;@PLindungi kak mau tanya kok vaksin ke 2 suami saya tidak terbit ya ? terimakasih;kak mau tanya kok vaksin ke suami saya tidak terbit ya terimakasih
675;Negatif;@PLindungi kak mau tanya kan saya punya sertifikat vaksi terdaftar d no kawan  Nah cara rubah nya k no kita gimna ya kak ????????? Masalah nya hari ini mau vaksin k 2 kak;kak mau tanya kan saya punya sertifikat vaksi terdaftar  no kawan nah cara rubah nya  no kita gimna ya kak masalah nya hari ini mau vaksin  kak
676;Negatif;@PLindungi kak mau nanya solusi ambil sertifikat vaksin tapi salah nomer bagaimana?;kak mau nanya solusi ambil sertifikat vaksin tapi salah nomer bagaimana
677;Negatif;@PLindungi ka mohon bantu, ade saya ada masalah sama datanya, dia terdaftar sudah vaksin ke-2, padahal baru vaksin ke-1;ka mohon bantu ade saya ada masalah sama datanya dia terdaftar sudah vaksin ke padahal baru vaksin ke
678;Negatif;@PLindungi ka ko punya kaka saya kok gga terima2 sms konfirmasi ya ? Nomer telp akun 085774107468;ka ko punya kaka saya kok gga terima sms konfirmasi ya nomer telp akun
679;Negatif;@PLindungi ini tolong dong, scan checkin masih merah, padahal uda vaksin, cupu bngt nih apps;ini tolong dong scan checkin masih merah padahal uda vaksin cupu bngt nih apps
680;Negatif;@PLindungi Ini sertifikat vaksin saya belum muncul dah gimana sihh?;ini sertifikat vaksin saya belum muncul dah gimana sihh
681;Negatif;@PLindungi ini kenapa ya min app peduli lindungi saya stuck di sini? karena hpnya kah atau gimana  https://t.co/PQaC43mEn1;ini kenapa ya min app peduli lindungi saya stuck di sini karena hpnya kah atau gimana
682;Negatif;@PLindungi ini kenapa gabisa di checkoutt ???? besok saya tidir dimana ????????  https://t.co/13sRmZ9EiD;ini kenapa gabisa di checkoutt besok saya tidir dimana
683;Negatif;@PLindungi ini hasil scan knp msh merah pdhl uda vaksin, ini apps cupu bngt sih;ini hasil scan knp msh merah pdhl uda vaksin ini apps cupu bngt sih
684;Negatif;@PLindungi ini gmn sihh??  2x tes covid data ga langsung muncul di apps pedulilindungi?? Saya sempat telat lohh hanya krn harus cari print out hasil tes covid saya, dan di airport tdk menyediakan bukti legalisir,  https://t.co/vu590Tio2U;ini gmn sihh  tes covid data ga langsung muncul di apps pedulilindungi saya sempat telat lohh hanya krn harus cari print out hasil tes covid saya dan di airport tdk menyediakan bukti legalisir
685;Negatif;@PLindungi ini gimana ya? Tolong cek DM dong, susah banget laporan sana sini ga ada yang dibales  https://t.co/VY07NKJFrq;ini gimana ya tolong cek dm dong susah banget laporan sana sini ga ada yang dibales
686;Negatif;@PLindungi ini gimana ya udah mau dua bulan tapi sertif gak keluar. Dikirim dm gak dibalas, mention juga. Adminnya digaji buat gabut kah?;ini gimana ya udah mau dua bulan tapi sertif gak keluar dikirim dm gak dibalas mention juga adminnya digaji buat gabut kah
687;Negatif;@PLindungi ini gak ramah pengguna dan ribet banget, keluargaku yang udah tua-tua kan jarang punya hp ya, kalo pun ada nomornya satu untuk bersama. Pas mau download sertif vaksin jadi gak bisa...  Mana ada yang udah vaksin dua kali, tapi di PL dibilang bar;ini gak ramah pengguna dan ribet banget keluargaku yang udah tuatua kan jarang punya hp ya kalo pun ada nomornya satu untuk bersama pas mau download sertif vaksin jadi gak bisa mana ada yang udah vaksin dua kali tapi di pl dibilang bar
688;Negatif;@PLindungi ini dicoba QR nya kenapa gini ð trus apa gunanya naro QR ð. ngok  https://t.co/Lf0M1LpXuK;ini dicoba qr nya kenapa gini trus apa gunanya naro qr ngok
689;Negatif;@PLindungi ini di goreng terus. Yg ngertinsaja di goreng apalagi yg kaga ngerti makin gosong.;ini di goreng terus yg ngertinsaja di goreng apalagi yg kaga ngerti makin gosong
690;Negatif;@PLindungi ini akun aktif gak ya;ini akun aktif gak ya
691;Negatif;@PLindungi ini akun aktif ga ya?;ini akun aktif ga ya
692;Negatif;@PLindungi holaaa. Saya sudah vaksin kedua beberapa hari lalu. , tapi sertifikat belum muncul di aplikasi. kapan munculnya Kakak??;holaaa saya sudah vaksin kedua beberapa hari lalu tapi sertifikat belum muncul di aplikasi kapan munculnya kakak
693;Negatif;@PLindungi hi min, saya sudah vaksin dosis 1 dan 2. Namun sertifikat vaksin saya belum ada di apk peduli lindungi, bisa bantu cek kah?;hi min saya sudah vaksin dosis dan namun sertifikat vaksin saya belum ada di apk peduli lindungi bisa bantu cek kah
694;Negatif;@PLindungi Hi Min, mau tanya. Temenku WNA, dia vaksin Johnson dan untuk Johnson kan hanya satu kali saja, nah dia mau supaya di aplikasi peduli lindungi nya itu dinyatakan kalau dia sudah fully vaccinated. Karena di app, dinyatakannya dia belum vaksin ke ;hi min mau tanya temenku wna dia vaksin johnson dan untuk johnson kan hanya satu kali saja nah dia mau supaya di aplikasi peduli lindungi nya itu dinyatakan kalau dia sudah fully vaccinated karena di app dinyatakannya dia belum vaksin ke
695;Negatif;@PLindungi hi min, bales dm dong;hi min bales dm dong
696;Negatif;@PLindungi hi min, bales dm dong;hi min bales dm dong
697;Negatif;@PLindungi Hi kak, saya sudah vaksin 2x di luar negeri dan sudah melaporkan datanya ke Kemkes. Hari ini dapat approval dari Kemkes. Tapi di aplikasi peduli lindungi kenapa masih belum bisa cek sertifikat vaksin ya? Tolong infonya. Terima kasih.  https://t;hi kak saya sudah vaksin  di luar negeri dan sudah melaporkan datanya ke kemkes hari ini dapat approval dari kemkes tapi di aplikasi peduli lindungi kenapa masih belum bisa cek sertifikat vaksin ya tolong infonya terima kasih
698;Negatif;@PLindungi hi admin,mau tanya dong jika status di perduli lindungi Hitam itu gmn ya??padahal sama sekali tidak covid atau ada kontak dengan orang yg positif covid,gmn caranya mau merybah status Hitam ya?;hi adminmau tanya dong jika status di perduli lindungi hitam itu gmn yapadahal sama sekali tidak covid atau ada kontak dengan orang yg positif covidgmn caranya mau merybah status hitam ya
